"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","part","slider_start","ID","set_ID","prob","amount","last_location","actual_choice","actual_EV","binary_id","trinary_id","catch","A_key","D_key","choice_prob","choice_amount","potential_prize_prob","potential_prize_amount","won_prize","total_prize","accuracy"
"","","","","","html-slider-response","203","418957","0.0-21.0-1.30","0e23e416-a1ce-4372-aa1d-a68695ae5df5","3762","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","18","evaluation","35","17","2A,7A,9A,15B","60","43","18","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","204","419503","0.0-21.0-2.30","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","205","420505","0.0-22.0","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","206","421781","0.0-23.0","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p>הפסקה.
          <br>לחצו כדי להמשיך.</p>","1","scan_wait","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","207","422789","0.0-24.0","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","208","423790","0.0-25.0-0.0","0e23e416-a1ce-4372-aa1d-a68695ae5df5","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","5","12A,27B,28B,30B","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","209","426630","0.0-25.0-1.0","0e23e416-a1ce-4372-aa1d-a68695ae5df5","2838","
                  <p style=""text-align: center;"">₪11
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","3","evaluation","31","5","12A,27B,28B,30B","25","11","4","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","210","428064","0.0-25.0-2.0","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","211","429079","0.0-25.0-0.1","0e23e416-a1ce-4372-aa1d-a68695ae5df5","1000","
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","18","11B,19B,24A,26A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","212","432294","0.0-25.0-1.1","0e23e416-a1ce-4372-aa1d-a68695ae5df5","3214","
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","29","evaluation","17","18","11B,19B,24A,26A","75","43","29","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","213","433223","0.0-25.0-2.1","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","214","434235","0.0-25.0-0.2","0e23e416-a1ce-4372-aa1d-a68695ae5df5","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","4","12C,17C,23C,28C","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","215","436950","0.0-25.0-1.2","0e23e416-a1ce-4372-aa1d-a68695ae5df5","2714","
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","2","evaluation","15","4","12C,17C,23C,28C","20","11","3","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","216","437610","0.0-25.0-2.2","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","217","438612","0.0-25.0-0.3","0e23e416-a1ce-4372-aa1d-a68695ae5df5","1000","
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","31","8A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","218","442581","0.0-25.0-1.3","0e23e416-a1ce-4372-aa1d-a68695ae5df5","3968","
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","40","evaluation","39","31","8A","65","79","40","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","219","443913","0.0-25.0-2.3","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","220","444920","0.0-25.0-0.4","0e23e416-a1ce-4372-aa1d-a68695ae5df5","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","11","3C,20A,22A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","221","448293","0.0-25.0-1.4","0e23e416-a1ce-4372-aa1d-a68695ae5df5","3372","
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","12","evaluation","25","11","3C,20A,22A","30","36","12","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","222","449613","0.0-25.0-2.4","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","223","450627","0.0-25.0-0.5","0e23e416-a1ce-4372-aa1d-a68695ae5df5","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","20","10C,13A,19C,21B","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","224","453141","0.0-25.0-1.5","0e23e416-a1ce-4372-aa1d-a68695ae5df5","2513","
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","20","evaluation","11","20","10C,13A,19C,21B","40","58","20","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","225","454507","0.0-25.0-2.5","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","226","455520","0.0-25.0-0.6","0e23e416-a1ce-4372-aa1d-a68695ae5df5","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","7","6B,18B,22C,24C,29A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","227","458053","0.0-25.0-1.6","0e23e416-a1ce-4372-aa1d-a68695ae5df5","2532","
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","7","evaluation","30","7","6B,18B,22C,24C,29A","75","11","7","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","228","458794","0.0-25.0-2.6","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","229","459805","0.0-25.0-0.7","0e23e416-a1ce-4372-aa1d-a68695ae5df5","1000","
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","10","2C,16C,22B,28A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","230","463816","0.0-25.0-1.7","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","51","10","2C,16C,22B,28A","50","18","9","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","231","464764","0.0-25.0-2.7","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","232","465770","0.0-25.0-0.8","0e23e416-a1ce-4372-aa1d-a68695ae5df5","1000","
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","9","14A,23A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","233","469766","0.0-25.0-1.8","0e23e416-a1ce-4372-aa1d-a68695ae5df5","3994","
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","2","evaluation","59","9","14A,23A","25","18","3","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","234","470996","0.0-25.0-2.8","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","235","472003","0.0-25.0-0.9","0e23e416-a1ce-4372-aa1d-a68695ae5df5","1000","
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","29","8C,19A,24B","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","236","474741","0.0-25.0-1.9","0e23e416-a1ce-4372-aa1d-a68695ae5df5","2737","
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","34","evaluation","9","29","8C,19A,24B","65","76","34","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","237","476035","0.0-25.0-2.9","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","238","477048","0.0-25.0-0.10","0e23e416-a1ce-4372-aa1d-a68695ae5df5","1000","
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","22","10A,11A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","239","479061","0.0-25.0-1.10","0e23e416-a1ce-4372-aa1d-a68695ae5df5","2012","
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","30","evaluation","61","22","10A,11A","45","61","30","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","240","479863","0.0-25.0-2.10","0e23e416-a1ce-4372-aa1d-a68695ae5df5","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","241","480869","0.0-25.0-0.11","0e23e416-a1ce-4372-aa1d-a68695ae5df5","1000","
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","24","6A,21A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","242","483046","0.0-25.0-1.11","0e23e416-a1ce-4372-aa1d-a68695ae5df5","2176","
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","14","evaluation","69","24","6A,21A","25","64","14","","","","","","","","","","","","","",""
