"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","part","slider_start","ID","set_ID","prob","amount","last_location","actual_choice","actual_EV","binary_id","trinary_id","catch","A_key","D_key","choice_prob","choice_amount","potential_prize_prob","potential_prize_amount","won_prize","total_prize","accuracy"
"","","","","","html-slider-response","210","562787","0.0-25.0-0.0","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","30","9B","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","211","566800","0.0-25.0-1.0","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","77","30","9B","40","79","28","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","212","567905","0.0-25.0-2.0","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","213","568909","0.0-25.0-0.1","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","12","1C,7C,15C","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","214","572412","0.0-25.0-1.1","c0eec679-0e2d-40b6-946a-bc307eeeb08a","3502","
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","18","evaluation","56","12","1C,7C,15C","60","36","18","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","215","572954","0.0-25.0-2.1","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","216","573970","0.0-25.0-0.2","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","19","13C,30A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","217","577972","0.0-25.0-1.2","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","10","19","13C,30A","30","58","25","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","218","579146","0.0-25.0-2.2","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","219","580149","0.0-25.0-0.3","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","3","12B,20B,23B,27C,29C","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","220","582676","0.0-25.0-1.3","c0eec679-0e2d-40b6-946a-bc307eeeb08a","2525","
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","1","evaluation","59","3","12B,20B,23B,27C,29C","75","4","2","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","221","584170","0.0-25.0-2.3","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","222","585173","0.0-25.0-0.4","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","17","2A,7A,9A,15B","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","223","588260","0.0-25.0-1.4","c0eec679-0e2d-40b6-946a-bc307eeeb08a","3086","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","23","evaluation","30","17","2A,7A,9A,15B","60","43","23","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","224","588827","0.0-25.0-2.4","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","225","589844","0.0-25.0-0.5","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","15","9C,25B","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","226","593851","0.0-25.0-1.5","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","50","15","9C,25B","60","39","19","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","227","594927","0.0-25.0-2.5","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","228","595938","0.0-25.0-0.6","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","28","8B","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","229","599724","0.0-25.0-1.6","c0eec679-0e2d-40b6-946a-bc307eeeb08a","3783","
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","30","evaluation","70","28","8B","75","71","31","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","230","601119","0.0-25.0-2.6","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","231","602126","0.0-25.0-0.7","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","7","6B,18B,22C,24C,29A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","232","605220","0.0-25.0-1.7","c0eec679-0e2d-40b6-946a-bc307eeeb08a","3092","
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","3","evaluation","5","7","6B,18B,22C,24C,29A","75","11","4","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","233","605835","0.0-25.0-2.7","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","234","606841","0.0-25.0-0.8","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","25","1B,3B,4A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","235","610844","0.0-25.0-1.8","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","4","25","1B,3B,4A","50","64","27","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","236","611419","0.0-25.0-2.8","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","237","612427","0.0-25.0-0.9","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","11","3C,20A,22A","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","238","615668","0.0-25.0-1.9","c0eec679-0e2d-40b6-946a-bc307eeeb08a","3239","
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","7","evaluation","63","11","3C,20A,22A","30","36","7","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","239","616447","0.0-25.0-2.9","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","240","617450","0.0-25.0-0.10","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","2","4C,17B","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","241","618972","0.0-25.0-1.10","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1521","
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","2","evaluation","22","2","4C,17B","50","4","2","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","242","619607","0.0-25.0-2.10","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","243","620610","0.0-25.0-0.11","c0eec679-0e2d-40b6-946a-bc307eeeb08a","1000","
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","29","8C,19A,24B","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","244","624612","0.0-25.0-1.11","c0eec679-0e2d-40b6-946a-bc307eeeb08a","null","
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","39","29","8C,19A,24B","65","76","25","","","","","","","","","","","","","",""
