"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","part","slider_start","ID","set_ID","prob","amount","last_location","actual_choice","actual_EV","binary_id","trinary_id","catch","direction","A_key","S_key","D_key","choice_prob","choice_amount","potential_prize_prob","potential_prize_amount","won_prize","total_prize","accuracy"
"","","","","","html-slider-response","107","496958","0.0-17.0-1.30","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","50","21","11C,18C,25A","45","58","18","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","108","497925","0.0-17.0-2.30","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","109","498927","0.0-18.0","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","110","500349","0.0-19.0","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p>הפסקה.
          <br>לחצו כדי להמשיך.</p>","1","scan_wait","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","111","501359","0.0-20.0","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","112","502370","0.0-21.0-0.0","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪61
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","23","7B,26B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","113","506372","0.0-21.0-1.0","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪61
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","24","23","7B,26B","55","61","51","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","114","507698","0.0-21.0-2.0","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","115","508712","0.0-21.0-0.1","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","28","8B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","116","512714","0.0-21.0-1.1","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","47","28","8B","75","71","65","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","117","513436","0.0-21.0-2.1","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","118","514439","0.0-21.0-0.2","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","17","2A,7A,9A,15B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","119","518450","0.0-21.0-1.2","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","29","17","2A,7A,9A,15B","60","43","61","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","120","519286","0.0-21.0-2.2","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","121","520300","0.0-21.0-0.3","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","15","9C,25B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","122","524314","0.0-21.0-1.3","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","57","15","9C,25B","60","39","60","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","123","525407","0.0-21.0-2.3","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","124","526409","0.0-21.0-0.4","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","26","2B,16A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","125","530419","0.0-21.0-1.4","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","13","26","2B,16A","45","71","45","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","126","531005","0.0-21.0-2.4","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","127","532007","0.0-21.0-0.5","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","29","8C,19A,24B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","128","536013","0.0-21.0-1.5","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","6","29","8C,19A,24B","65","76","66","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","129","537479","0.0-21.0-2.5","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","130","538482","0.0-21.0-0.6","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","21","11C,18C,25A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","131","542496","0.0-21.0-1.6","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","52","21","11C,18C,25A","45","58","33","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","132","543798","0.0-21.0-2.6","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","133","544801","0.0-21.0-0.7","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","31","8A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","134","548803","0.0-21.0-1.7","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","0","31","8A","65","79","65","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","135","549604","0.0-21.0-2.7","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","136","550606","0.0-21.0-0.8","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","20","10C,13A,19C,21B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","137","554622","0.0-21.0-1.8","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","15","20","10C,13A,19C,21B","40","58","40","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","138","555407","0.0-21.0-2.8","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","139","556419","0.0-21.0-0.9","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","1","6C,29B,30C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","140","560424","0.0-21.0-1.9","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪4
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","35","1","6C,29B,30C","25","4","14","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","141","561233","0.0-21.0-2.9","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","142","562241","0.0-21.0-0.10","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","3","12B,20B,23B,27C,29C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","143","566257","0.0-21.0-1.10","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","55","3","12B,20B,23B,27C,29C","75","4","75","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","144","567410","0.0-21.0-2.10","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","145","568412","0.0-21.0-0.11","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","8","14C,17A,20C,27A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","146","572419","0.0-21.0-1.11","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","57","8","14C,17A,20C,27A","20","16","12","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","147","573337","0.0-21.0-2.11","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","148","574342","0.0-21.0-0.12","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","12","1C,7C,15C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","149","578359","0.0-21.0-1.12","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","43","12","1C,7C,15C","60","36","23","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","150","579495","0.0-21.0-2.12","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","151","580509","0.0-21.0-0.13","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","10","2C,16C,22B,28A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","152","584525","0.0-21.0-1.13","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","80","10","2C,16C,22B,28A","50","18","50","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","153","585351","0.0-21.0-2.13","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","154","586361","0.0-21.0-0.14","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","5","12A,27B,28B,30B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","155","590373","0.0-21.0-1.14","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪11
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","46","5","12A,27B,28B,30B","25","11","25","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","156","591399","0.0-21.0-2.14","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","157","592415","0.0-21.0-0.15","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","19","13C,30A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","158","596425","0.0-21.0-1.15","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","68","19","13C,30A","30","58","30","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","159","597546","0.0-21.0-2.15","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","160","598552","0.0-21.0-0.16","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","2","4C,17B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","161","602568","0.0-21.0-1.16","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","23","2","4C,17B","50","4","50","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","162","603889","0.0-21.0-2.16","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","163","604892","0.0-21.0-0.17","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","27","5B,18A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","164","608894","0.0-21.0-1.17","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","22","27","5B,18A","55","71","48","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","165","609626","0.0-21.0-2.17","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","166","610632","0.0-21.0-0.18","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","6","14B,21C,25C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","167","614637","0.0-21.0-1.18","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","14","6","14B,21C,25C","45","11","49","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","168","615965","0.0-21.0-2.18","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","169","616968","0.0-21.0-0.19","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","18","11B,19B,24A,26A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","170","620982","0.0-21.0-1.19","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","10","18","11B,19B,24A,26A","75","43","72","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","171","621579","0.0-21.0-2.19","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","172","622582","0.0-21.0-0.20","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","16","1A,15A,26C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","173","626594","0.0-21.0-1.20","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","27","16","1A,15A,26C","65","39","65","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","174","627133","0.0-21.0-2.20","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","175","628135","0.0-21.0-0.21","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","4","12C,17C,23C,28C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","176","632137","0.0-21.0-1.21","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","53","4","12C,17C,23C,28C","20","11","19","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","177","633275","0.0-21.0-2.21","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","178","634277","0.0-21.0-0.22","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","11","3C,20A,22A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","179","638279","0.0-21.0-1.22","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","42","11","3C,20A,22A","30","36","29","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","180","639132","0.0-21.0-2.22","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","181","640135","0.0-21.0-0.23","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","22","10A,11A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","182","644138","0.0-21.0-1.23","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","11","22","10A,11A","45","61","45","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","183","645243","0.0-21.0-2.23","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","184","646248","0.0-21.0-0.24","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","25","1B,3B,4A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","185","650253","0.0-21.0-1.24","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","6","25","1B,3B,4A","50","64","50","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","186","650801","0.0-21.0-2.24","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","187","651803","0.0-21.0-0.25","4a9ce7d8-368c-43cb-9911-0b763322c6be","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","14","4B,5A,13B,16B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","188","655810","0.0-21.0-1.25","4a9ce7d8-368c-43cb-9911-0b763322c6be","null","
                  <p style=""text-align: center;"">₪36
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","34","14","4B,5A,13B,16B","75","36","67","","","","","","","","","","","","","","","",""
