success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,rt,stimulus,response,part,slider_start,ID,set_ID,prob,amount,last_location,actual_choice,actual_EV,binary_id,trinary_id,catch,direction,A_key,S_key,D_key,choice_prob,choice_amount,total_prize
TRUE,FALSE,[],[],[],preload,0,6,0.0-0.0,718622d5-fb0c-4fe9-adf5-366d10b39301,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,1,413904,0.0-1.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"
          <h1>שלום וברוכים הבאים!</h1>
          <p>לפניכם ניסוי בקבלת החלטות עם שני חלקים.
          <br><br>לחצו על העכבר כדי להמשיך.</p>",0,example,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,2,419711,0.0-2.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"
        <h1>חלק 1</h1>
        <p>בקרוב יוצגו בפניכם הגרלות.
        <br>עליכם לבחור את המחיר המירבי שתהיו מוכנים לשלם כדי להשתתף בהגרלה שתוצג.
        <br>יש לכם תקציב של ₪80 לכל הגרלה. 
        <br>נסו להעריך כל הגרלה בנפרד ולחשוב כמה היא שווה עבורכם, ₪80 זמינים לכל הגרלה בנפרד.
        <br><br>לחצו על העכבר כדי להמשיך.</p>",1,instructions,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,3,424495,0.0-3.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"
        <p>בסוף הניסוי, המחשב יבחר את אחת ההגרלות ויקבע מחיר לכרטיס עבורה. 
        <br>במידה והמחיר שבחרתם נמוך מהמחיר שנבחר על ידי המחשב, לא תשתתפו בהגרלה ותשארו עם מלוא התקציב.
        <br>במידה והמחיר שבחרתם גבוה מהמחיר שנבחר על ידי המחשב, תשלמו את המחיר שנקבע ותשתתפו בהגרלה.
        <br><br>לחצו על העכבר כדי להמשיך.</p>",1,instructions,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,4,438760,0.0-4.0,718622d5-fb0c-4fe9-adf5-366d10b39301,14159,"
        <p style=""font-size: 42px;"">נתחיל עם דוגמא: 
        <br>ההגרלה מטה מציעה 65% סיכוי לזכות ב-₪40 
        <br>&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&ensp;35% סיכוי לזכות ב-₪0.
        <br><br>מה המחיר המירבי שתהיו מוכנים לשלם על כרטיס להגרלה זו בין 0 ל-₪80?
        <br>הזיזו את העכבר על פני המלבן ולחצו כדי לבצע בחירה.</p>
        
        <p style=""text-align: center;"">₪40<br>65%</p>

        <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",10,example,45,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,5,443960,0.0-5.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p>יפה מאוד!
                <br> בחרתם שתהיו מוכנים לשלם ₪10 כדי להשתתף בהגרלה:
                <br><p style=""text-align: center;"">₪40<br>65%</p>
                <p>נשמע נכון?
                <br>נניח שהגרלה זו נבחרה בסוף הניסוי.
                <br>כעת המחשב יקבע מחיר עבורה באקראי.
                <br>לחצו על העכבר להמשך.</p>",1,example,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,6,448840,0.0-6.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p>המחשב קבע מחיר: ₪69
                <br>ואתם בחרתם לשלם לכל היותר: ₪10
                <br><br>מכיוון שהמחיר שבחרתם נמוך מהמחיר שנקבע, לא תתשתתפו בהגרלה.
                <br>במקרה כזה, בסוף הניסוי תקבלו את כל התקציב ההתחלתי של ₪80.
                <br><br>לחצו על העכבר להמשך.</p>",1,example,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,7,458888,0.0-7.0,718622d5-fb0c-4fe9-adf5-366d10b39301,9790,"<p style=""font-size: 42px;"">הנה עוד דוגמא:
                <br>ההגרלה מטה מציעה 35% סיכוי לזכות ב-₪18 
                <br>&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&ensp;65% סיכוי לזכות ב-₪0.</p>
        
                <p style=""text-align: center;"">₪18<br>35%</p>
                <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,example,29,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,8,460583,0.0-8.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p>הייתם מוכנים לשלם  ₪0 כדי להשתתף בהגרלה:
                <p style=""text-align: center;"">₪18<br>35%</p>
                <p>כעת נניח שהמחשב בחר את ההגרלה הזו בסוף הניסוי, וקבע עבורה מחיר.
                <br><br>לחצו על העכבר כדי להמשיך.</p>",1,instructions,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,9,503232,0.0-9.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p>המחשב קבע מחיר להגרלה: ₪0
                <br>ואתם בחרתם לשלם לכל היותר: ₪0
                <br><br>כעת המחיר שנקבע זהה לזה שבחרתם, אז תשלמו את המחיר שקבע המחשב (₪0) ותשתתפו בהגרלה.
                <br>במקרה כזה, תסיימו את הניסוי עם תקציב של ₪80 ועם סיכוי לזכות ב-₪18 נוספים מההגרלה.
                <br>כלומר, תוכלו לקבל ₪80 אם לא תזכו בהגרלה, או ₪98 אם תזכו בהגרלה.
                <br><br>לחצו על העכבר להמשך.</p>",1,example,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,10,507728,0.0-10.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p>במהלך הניסוי, קודם תראו את ההגרלה ורק לאחר מכן תוכלו לבחור.
                <p>כמו כן, יהיו לכם מספר שניות מוגבל להגיב.
                <p>בואו ננסה זאת עם ההגרלה הקודמת.
                <br>לחצו על העכבר כדי להמשיך.</p>",1,instructions,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,11,509000,0.0-11.0,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                    <p style=""text-align: center;"">₪18<br>35%</p>
                    <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",67,instructions,0,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,12,512544,0.0-12.0,718622d5-fb0c-4fe9-adf5-366d10b39301,3287,"
                    <p style=""text-align: center;"">₪18<br>35%</p>
                    <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",0,instructions,80,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,13,513920,0.0-13.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p>יפה. הפעם בחרתם לשלם לכל היותר ₪0.
                <br><br>לחצו על העכבר כדי להמשיך.</p>",1,instructions,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,14,521072,0.0-15.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p>כעת נתחיל את הניסוי.
                <br><br>אתם תראו הגרלות ותתבקשו לבחור כמה תהיו מוכנים לשלם כדי להשתתף בהן.
                <br>יש לכם תקציב של ₪80 עבור כל הגרלה.
                <br>בסוף הניסוי הגרלה אחת תבחר באקראי ותשוחק.
                <br><br>לחצו על העכבר כדי להתחיל את הניסוי.</p>",1,instructions,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,15,522325,0.0-16.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,16,523336,0.0-17.0-0.0,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,7,"6B,18B,22C,24C,29A",,,,,,,,,,,,,,,
,,,,,html-slider-response,17,527024,0.0-17.0-1.0,718622d5-fb0c-4fe9-adf5-366d10b39301,3686,"
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",10,evaluation,67,7,"6B,18B,22C,24C,29A",75,11,10,,,,,,,,,,,,
,,,,,html-keyboard-response,18,528528,0.0-17.0-2.0,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,19,529537,0.0-17.0-0.1,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,4,"12C,17C,23C,28C",,,,,,,,,,,,,,,
,,,,,html-slider-response,20,533296,0.0-17.0-1.1,718622d5-fb0c-4fe9-adf5-366d10b39301,3758,"
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",11,evaluation,20,4,"12C,17C,23C,28C",20,11,11,,,,,,,,,,,,
,,,,,html-keyboard-response,21,534796,0.0-17.0-2.1,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,22,535799,0.0-17.0-0.2,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,12,"1C,7C,15C",,,,,,,,,,,,,,,
,,,,,html-slider-response,23,538496,0.0-17.0-1.2,718622d5-fb0c-4fe9-adf5-366d10b39301,2695,"
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",10,evaluation,75,12,"1C,7C,15C",60,36,10,,,,,,,,,,,,
,,,,,html-keyboard-response,24,539477,0.0-17.0-2.2,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,25,540494,0.0-17.0-0.3,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,3,"12B,20B,23B,27C,29C",,,,,,,,,,,,,,,
,,,,,html-slider-response,26,541496,0.0-17.0-1.3,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",10,evaluation,16,3,"12B,20B,23B,27C,29C",75,4,10,,,,,,,,,,,,
,,,,,html-keyboard-response,27,542903,0.0-17.0-2.3,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,28,543909,0.0-17.0-0.4,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,29,"8C,19A,24B",,,,,,,,,,,,,,,
,,,,,html-slider-response,29,547910,0.0-17.0-1.4,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"
                  <p style=""text-align: center;"">₪76
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,58,29,"8C,19A,24B",65,76,9,,,,,,,,,,,,
,,,,,html-keyboard-response,30,548516,0.0-17.0-2.4,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,31,549534,0.0-17.0-0.5,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,25,"1B,3B,4A",,,,,,,,,,,,,,,
,,,,,html-slider-response,32,550672,0.0-17.0-1.5,718622d5-fb0c-4fe9-adf5-366d10b39301,1137,"
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",9,evaluation,67,25,"1B,3B,4A",50,64,9,,,,,,,,,,,,
,,,,,html-keyboard-response,33,551881,0.0-17.0-2.5,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,34,552888,0.0-17.0-0.6,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,18,"11B,19B,24A,26A",,,,,,,,,,,,,,,
,,,,,html-slider-response,35,556200,0.0-17.0-1.6,718622d5-fb0c-4fe9-adf5-366d10b39301,3310,"
                  <p style=""text-align: center;"">₪43
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",35,evaluation,73,18,"11B,19B,24A,26A",75,43,35,,,,,,,,,,,,
,,,,,html-keyboard-response,36,557417,0.0-17.0-2.6,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,37,558424,0.0-17.0-0.7,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,20,"10C,13A,19C,21B",,,,,,,,,,,,,,,
,,,,,html-slider-response,38,562426,0.0-17.0-1.7,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,4,20,"10C,13A,19C,21B",40,58,41,,,,,,,,,,,,
,,,,,html-keyboard-response,39,563611,0.0-17.0-2.7,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,40,564627,0.0-17.0-0.8,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,15,"9C,25B",,,,,,,,,,,,,,,
,,,,,html-slider-response,41,568628,0.0-17.0-1.8,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,69,15,"9C,25B",60,39,34,,,,,,,,,,,,
,,,,,html-keyboard-response,42,569559,0.0-17.0-2.8,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,43,570574,0.0-17.0-0.9,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,13,"3A,5C,10B",,,,,,,,,,,,,,,
,,,,,html-slider-response,44,573359,0.0-17.0-1.9,718622d5-fb0c-4fe9-adf5-366d10b39301,2783,"
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",31,evaluation,11,13,"3A,5C,10B",70,36,31,,,,,,,,,,,,
,,,,,html-keyboard-response,45,573906,0.0-17.0-2.9,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,46,574920,0.0-17.0-0.10,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪61
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,23,"7B,26B",,,,,,,,,,,,,,,
,,,,,html-slider-response,47,578933,0.0-17.0-1.10,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"
                  <p style=""text-align: center;"">₪61
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,53,23,"7B,26B",55,61,34,,,,,,,,,,,,
,,,,,html-keyboard-response,48,580238,0.0-17.0-2.10,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,49,581245,0.0-17.0-0.11,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,21,"11C,18C,25A",,,,,,,,,,,,,,,
,,,,,html-slider-response,50,585250,0.0-17.0-1.11,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"
                  <p style=""text-align: center;"">₪58
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,33,21,"11C,18C,25A",45,58,36,,,,,,,,,,,,
,,,,,html-keyboard-response,51,586721,0.0-17.0-2.11,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,52,587734,0.0-17.0-0.12,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,31,8A,,,,,,,,,,,,,,,
,,,,,html-slider-response,53,591737,0.0-17.0-1.12,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,24,31,8A,65,79,67,,,,,,,,,,,,
,,,,,html-keyboard-response,54,592405,0.0-17.0-2.12,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,55,593412,0.0-17.0-0.13,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,8,"14C,17A,20C,27A",,,,,,,,,,,,,,,
,,,,,html-slider-response,56,597215,0.0-17.0-1.13,718622d5-fb0c-4fe9-adf5-366d10b39301,3803,"
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",20,evaluation,47,8,"14C,17A,20C,27A",20,16,20,,,,,,,,,,,,
,,,,,html-keyboard-response,57,597985,0.0-17.0-2.13,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,58,598997,0.0-17.0-0.14,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,16,"1A,15A,26C",,,,,,,,,,,,,,,
,,,,,html-slider-response,59,601887,0.0-17.0-1.14,718622d5-fb0c-4fe9-adf5-366d10b39301,2888,"
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",15,evaluation,12,16,"1A,15A,26C",65,39,15,,,,,,,,,,,,
,,,,,html-keyboard-response,60,602813,0.0-17.0-2.14,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,61,603816,0.0-17.0-0.15,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,10,"2C,16C,22B,28A",,,,,,,,,,,,,,,
,,,,,html-slider-response,62,604607,0.0-17.0-1.15,718622d5-fb0c-4fe9-adf5-366d10b39301,789,"
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",15,evaluation,32,10,"2C,16C,22B,28A",50,18,15,,,,,,,,,,,,
,,,,,html-keyboard-response,63,605887,0.0-17.0-2.15,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,64,606896,0.0-17.0-0.16,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,2,"4C,17B",,,,,,,,,,,,,,,
,,,,,html-slider-response,65,608527,0.0-17.0-1.16,718622d5-fb0c-4fe9-adf5-366d10b39301,1629,"
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",6,evaluation,9,2,"4C,17B",50,4,6,,,,,,,,,,,,
,,,,,html-keyboard-response,66,609116,0.0-17.0-2.16,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,67,610126,0.0-17.0-0.17,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,9,"14A,23A",,,,,,,,,,,,,,,
,,,,,html-slider-response,68,614129,0.0-17.0-1.17,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,8,9,"14A,23A",25,18,13,,,,,,,,,,,,
,,,,,html-keyboard-response,69,615550,0.0-17.0-2.17,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,70,616567,0.0-17.0-0.18,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,17,"2A,7A,9A,15B",,,,,,,,,,,,,,,
,,,,,html-slider-response,71,620580,0.0-17.0-1.18,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,19,17,"2A,7A,9A,15B",60,43,10,,,,,,,,,,,,
,,,,,html-keyboard-response,72,621742,0.0-17.0-2.18,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,73,622756,0.0-17.0-0.19,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,30,9B,,,,,,,,,,,,,,,
,,,,,html-slider-response,74,626761,0.0-17.0-1.19,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>",null,evaluation,69,30,9B,40,79,20,,,,,,,,,,,,
,,,,,html-keyboard-response,75,627409,0.0-17.0-2.19,718622d5-fb0c-4fe9-adf5-366d10b39301,null,"<p style=""text-align: center;"">+</p>",null,fixation,,,,,,,,,,,,,,,,,,
,,,,,html-slider-response,76,628428,0.0-17.0-0.20,718622d5-fb0c-4fe9-adf5-366d10b39301,1000,"
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>",-,viewing,0,26,"2B,16A",,,,,,,,,,,,,,,
