"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","part","slider_start","ID","set_ID","prob","amount","last_location","actual_choice","actual_EV","binary_id","trinary_id","catch","A_key","D_key","choice_prob","choice_amount","chosen_part","potential_prize_prob","potential_prize_amount","won_prize","total_prize","prize_cost","accuracy"
"","","","","","html-slider-response","112","1510432","0.0-21.0-0.0","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","7","6B,18B,22C,24C,29A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","113","1513958","0.0-21.0-1.0","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","3524","
                  <p style=""text-align: center;"">₪11
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","3","evaluation","37","7","6B,18B,22C,24C,29A","75","11","3","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","114","1514775","0.0-21.0-2.0","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","115","1515776","0.0-21.0-0.1","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","31","8A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","116","1519779","0.0-21.0-1.1","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","
                  <p style=""text-align: center;"">₪79
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","19","31","8A","65","79","40","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","117","1520520","0.0-21.0-2.1","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","118","1521522","0.0-21.0-0.2","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","28","8B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","119","1522910","0.0-21.0-1.2","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1387","
                  <p style=""text-align: center;"">₪71
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","36","evaluation","43","28","8B","75","71","36","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","120","1524094","0.0-21.0-2.2","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","121","1525097","0.0-21.0-0.3","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","13","3A,5C,10B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","122","1527950","0.0-21.0-1.3","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2852","
                  <p style=""text-align: center;"">₪36
                                                <br>70%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","17","evaluation","55","13","3A,5C,10B","70","36","17","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","123","1529199","0.0-21.0-2.3","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","124","1530201","0.0-21.0-0.4","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","2","4C,17B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","125","1533109","0.0-21.0-1.4","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2907","
                  <p style=""text-align: center;"">₪4
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","0","evaluation","29","2","4C,17B","50","4","0","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","126","1534547","0.0-21.0-2.4","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","127","1535550","0.0-21.0-0.5","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","26","2B,16A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","128","1538478","0.0-21.0-1.5","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2926","
                  <p style=""text-align: center;"">₪71
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","19","evaluation","64","26","2B,16A","45","71","19","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","129","1539178","0.0-21.0-2.5","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","130","1540181","0.0-21.0-0.6","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","27","5B,18A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","131","1542286","0.0-21.0-1.6","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2104","
                  <p style=""text-align: center;"">₪71
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","26","evaluation","72","27","5B,18A","55","71","26","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","132","1542904","0.0-21.0-2.6","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","133","1543906","0.0-21.0-0.7","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","4","12C,17C,23C,28C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","134","1547909","0.0-21.0-1.7","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","
                  <p style=""text-align: center;"">₪11
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","28","4","12C,17C,23C,28C","20","11","0","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","135","1548801","0.0-21.0-2.7","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","136","1549803","0.0-21.0-0.8","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","3","12B,20B,23B,27C,29C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","137","1551678","0.0-21.0-1.8","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1874","
                  <p style=""text-align: center;"">₪4
                                                <br>75%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","1","evaluation","80","3","12B,20B,23B,27C,29C","75","4","1","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","138","1552197","0.0-21.0-2.8","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","139","1553200","0.0-21.0-0.9","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","20","10C,13A,19C,21B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","140","1556574","0.0-21.0-1.9","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","3373","
                  <p style=""text-align: center;"">₪58
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","19","evaluation","25","20","10C,13A,19C,21B","40","58","19","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","141","1557121","0.0-21.0-2.9","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","142","1558122","0.0-21.0-0.10","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","17","2A,7A,9A,15B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","143","1559886","0.0-21.0-1.10","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1763","
                  <p style=""text-align: center;"">₪43
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","20","evaluation","80","17","2A,7A,9A,15B","60","43","20","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","144","1560681","0.0-21.0-2.10","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","145","1561684","0.0-21.0-0.11","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","11","3C,20A,22A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","146","1563846","0.0-21.0-1.11","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2161","
                  <p style=""text-align: center;"">₪36
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","20","evaluation","56","11","3C,20A,22A","30","36","20","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","147","1564833","0.0-21.0-2.11","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","148","1565835","0.0-21.0-0.12","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","19","13C,30A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","149","1569836","0.0-21.0-1.12","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","
                  <p style=""text-align: center;"">₪58
                                                <br>30%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","62","19","13C,30A","30","58","36","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","150","1571234","0.0-21.0-2.12","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","151","1572236","0.0-21.0-0.13","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","8","14C,17A,20C,27A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","152","1574078","0.0-21.0-1.13","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1840","
                  <p style=""text-align: center;"">₪16
                                                <br>20%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","3","evaluation","51","8","14C,17A,20C,27A","20","16","3","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","153","1575356","0.0-21.0-2.13","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","154","1576359","0.0-21.0-0.14","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","9","14A,23A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","155","1580361","0.0-21.0-1.14","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","
                  <p style=""text-align: center;"">₪18
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","null","evaluation","35","9","14A,23A","25","18","11","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","156","1581100","0.0-21.0-2.14","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","157","1582103","0.0-21.0-0.15","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪61
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","23","7B,26B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","158","1584638","0.0-21.0-1.15","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2534","
                  <p style=""text-align: center;"">₪61
                                                <br>55%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","33","evaluation","26","23","7B,26B","55","61","33","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","159","1585924","0.0-21.0-2.15","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","160","1586926","0.0-21.0-0.16","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","15","9C,25B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","161","1588990","0.0-21.0-1.16","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2063","
                  <p style=""text-align: center;"">₪39
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","13","evaluation","3","15","9C,25B","60","39","13","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","162","1589762","0.0-21.0-2.16","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","163","1590764","0.0-21.0-0.17","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","16","1A,15A,26C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","164","1592814","0.0-21.0-1.17","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2050","
                  <p style=""text-align: center;"">₪39
                                                <br>65%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","18","evaluation","63","16","1A,15A,26C","65","39","18","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","165","1593808","0.0-21.0-2.17","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","166","1594811","0.0-21.0-0.18","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","30","9B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","167","1597030","0.0-21.0-1.18","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2218","
                  <p style=""text-align: center;"">₪79
                                                <br>40%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","38","evaluation","79","30","9B","40","79","38","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","168","1597962","0.0-21.0-2.18","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","169","1598964","0.0-21.0-0.19","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","10","2C,16C,22B,28A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","170","1600606","0.0-21.0-1.19","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1641","
                  <p style=""text-align: center;"">₪18
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","6","evaluation","38","10","2C,16C,22B,28A","50","18","6","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","171","1601217","0.0-21.0-2.19","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","172","1602219","0.0-21.0-0.20","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","12","1C,7C,15C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","173","1604614","0.0-21.0-1.20","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2394","
                  <p style=""text-align: center;"">₪36
                                                <br>60%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","11","evaluation","25","12","1C,7C,15C","60","36","11","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","174","1605992","0.0-21.0-2.20","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","175","1606994","0.0-21.0-0.21","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","6","14B,21C,25C","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","176","1609230","0.0-21.0-1.21","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2235","
                  <p style=""text-align: center;"">₪11
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","4","evaluation","55","6","14B,21C,25C","45","11","4","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","177","1610462","0.0-21.0-2.21","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","178","1611464","0.0-21.0-0.22","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪11
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","5","12A,27B,28B,30B","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","179","1613710","0.0-21.0-1.22","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2245","
                  <p style=""text-align: center;"">₪11
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","5","evaluation","59","5","12A,27B,28B,30B","25","11","5","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","180","1615085","0.0-21.0-2.22","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","181","1616087","0.0-21.0-0.23","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","24","6A,21A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","182","1617606","0.0-21.0-1.23","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1519","
                  <p style=""text-align: center;"">₪64
                                                <br>25%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","31","evaluation","72","24","6A,21A","25","64","31","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","183","1618305","0.0-21.0-2.23","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","184","1619307","0.0-21.0-0.24","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","22","10A,11A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","185","1621590","0.0-21.0-1.24","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","2282","
                  <p style=""text-align: center;"">₪61
                                                <br>45%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","30","evaluation","42","22","10A,11A","45","61","30","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","186","1623055","0.0-21.0-2.24","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","187","1624056","0.0-21.0-0.25","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","1000","
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>&ensp;</p>","-","viewing","0","25","1B,3B,4A","","","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","188","1627782","0.0-21.0-1.25","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","3726","
                  <p style=""text-align: center;"">₪64
                                                <br>50%</p>
                  <p id=""wtp"" style=""text-align:center; margin-top: 0px; margin-bottom: 0px; font-size: 40px"";>מוכנים לשלם: <span id=""c_p_y""></span></p>","32","evaluation","44","25","1B,3B,4A","50","64","32","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","189","1628739","0.0-21.0-2.25","9eae6b8f-2579-4b67-bd55-3ddef3c1e4fd","null","<p style=""text-align: center;"">+</p>","null","fixation","","","","","","","","","","","","","","","","","","","","","",""
